RTO,OBV Fair Value,OBV good value,OBV verygood value,OBV Excellent Value,Health Score,URL
MH 02,"₹8,59,520 - ₹9,12,687
 Price range for this vehicle in Fair condition","₹8,81,559 - ₹9,36,088
 Price range for this vehicle in Good condition","₹9,03,599 - ₹9,59,491
 Price range for this vehicle in Very Good condition","₹9,25,638 - ₹9,82,893
 Price range for this vehicle in Excellent condition","3.6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹4,69,505 - ₹4,98,547
 Price range for this vehicle in Fair condition","₹4,81,544 - ₹5,11,330
 Price range for this vehicle in Good condition","₹4,93,583 - ₹5,24,113
 Price range for this vehicle in Very Good condition","₹5,05,621 - ₹5,36,896
 Price range for this vehicle in Excellent condition","3.6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹4,24,275 - ₹4,50,518
 Price range for this vehicle in Fair condition","₹4,35,154 - ₹4,62,071
 Price range for this vehicle in Good condition","₹4,46,033 - ₹4,73,622
 Price range for this vehicle in Very Good condition","₹4,56,911 - ₹4,85,174
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 15,"₹15,70,076 - ₹16,67,195
 Price range for this vehicle in Fair condition","₹16,10,335 - ₹17,09,943
 Price range for this vehicle in Good condition","₹16,50,593 - ₹17,52,692
 Price range for this vehicle in Very Good condition","₹16,90,851 - ₹17,95,440
 Price range for this vehicle in Excellent condition","3.2



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 14,"₹12,23,562 - ₹12,99,246
 Price range for this vehicle in Fair condition","₹12,54,936 - ₹13,32,560
 Price range for this vehicle in Good condition","₹12,86,308 - ₹13,65,874
 Price range for this vehicle in Very Good condition","₹13,17,682 - ₹13,99,188
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 47,"₹4,45,636 - ₹4,73,201
 Price range for this vehicle in Fair condition","₹4,57,062 - ₹4,85,334
 Price range for this vehicle in Good condition","₹4,68,489 - ₹4,97,468
 Price range for this vehicle in Very Good condition","₹4,79,916 - ₹5,09,601
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹4,57,668 - ₹4,85,977
 Price range for this vehicle in Fair condition","₹4,69,403 - ₹4,98,438
 Price range for this vehicle in Good condition","₹4,81,138 - ₹5,10,899
 Price range for this vehicle in Very Good condition","₹4,92,873 - ₹5,23,360
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 47,"₹1,96,619 - ₹2,08,781
 Price range for this vehicle in Fair condition","₹2,01,661 - ₹2,14,135
 Price range for this vehicle in Good condition","₹2,06,702 - ₹2,19,488
 Price range for this vehicle in Very Good condition","₹2,11,744 - ₹2,24,841
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 46,"₹3,64,464 - ₹3,87,008
 Price range for this vehicle in Fair condition","₹3,73,809 - ₹3,96,931
 Price range for this vehicle in Good condition","₹3,83,155 - ₹4,06,855
 Price range for this vehicle in Very Good condition","₹3,92,500 - ₹4,16,778
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 47,"₹6,55,348 - ₹6,95,885
 Price range for this vehicle in Fair condition","₹6,72,152 - ₹7,13,728
 Price range for this vehicle in Good condition","₹6,88,957 - ₹7,31,572
 Price range for this vehicle in Very Good condition","₹7,05,760 - ₹7,49,415
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 03,"₹4,19,640 - ₹4,45,597
 Price range for this vehicle in Fair condition","₹4,30,400 - ₹4,57,023
 Price range for this vehicle in Good condition","₹4,41,160 - ₹4,68,448
 Price range for this vehicle in Very Good condition","₹4,51,920 - ₹4,79,873
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
UP 16,"₹7,08,857 - ₹7,52,704
 Price range for this vehicle in Fair condition","₹7,27,034 - ₹7,72,005
 Price range for this vehicle in Good condition","₹7,45,209 - ₹7,91,305
 Price range for this vehicle in Very Good condition","₹7,63,385 - ₹8,10,605
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
DL 10,"₹8,11,127 - ₹8,61,300
 Price range for this vehicle in Fair condition","₹8,31,926 - ₹8,83,385
 Price range for this vehicle in Good condition","₹8,52,724 - ₹9,05,470
 Price range for this vehicle in Very Good condition","₹8,73,522 - ₹9,27,555
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 43,"₹3,09,548 - ₹3,28,695
 Price range for this vehicle in Fair condition","₹3,17,484 - ₹3,37,122
 Price range for this vehicle in Good condition","₹3,25,421 - ₹3,45,551
 Price range for this vehicle in Very Good condition","₹3,33,359 - ₹3,53,979
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 15,"₹3,35,563 - ₹3,56,319
 Price range for this vehicle in Fair condition","₹3,44,167 - ₹3,65,456
 Price range for this vehicle in Good condition","₹3,52,772 - ₹3,74,592
 Price range for this vehicle in Very Good condition","₹3,61,375 - ₹3,83,729
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹2,43,286 - ₹2,58,336
 Price range for this vehicle in Fair condition","₹2,49,525 - ₹2,64,960
 Price range for this vehicle in Good condition","₹2,55,763 - ₹2,71,583
 Price range for this vehicle in Very Good condition","₹2,62,001 - ₹2,78,207
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹5,23,256 - ₹5,55,622
 Price range for this vehicle in Fair condition","₹5,36,672 - ₹5,69,868
 Price range for this vehicle in Good condition","₹5,50,089 - ₹5,84,115
 Price range for this vehicle in Very Good condition","₹5,63,506 - ₹5,98,363
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹2,73,955 - ₹2,90,901
 Price range for this vehicle in Fair condition","₹2,80,980 - ₹2,98,360
 Price range for this vehicle in Good condition","₹2,88,004 - ₹3,05,819
 Price range for this vehicle in Very Good condition","₹2,95,029 - ₹3,13,278
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹4,63,279 - ₹4,91,935
 Price range for this vehicle in Fair condition","₹4,75,158 - ₹5,04,549
 Price range for this vehicle in Good condition","₹4,87,037 - ₹5,17,163
 Price range for this vehicle in Very Good condition","₹4,98,916 - ₹5,29,777
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹8,17,628 - ₹8,68,203
 Price range for this vehicle in Fair condition","₹8,38,592 - ₹8,90,464
 Price range for this vehicle in Good condition","₹8,59,557 - ₹9,12,726
 Price range for this vehicle in Very Good condition","₹8,80,522 - ₹9,34,987
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 05,"₹2,77,385 - ₹2,94,543
 Price range for this vehicle in Fair condition","₹2,84,497 - ₹3,02,095
 Price range for this vehicle in Good condition","₹2,91,610 - ₹3,09,648
 Price range for this vehicle in Very Good condition","₹2,98,722 - ₹3,17,200
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹3,83,569 - ₹4,07,295
 Price range for this vehicle in Fair condition","₹3,93,404 - ₹4,17,738
 Price range for this vehicle in Good condition","₹4,03,239 - ₹4,28,182
 Price range for this vehicle in Very Good condition","₹4,13,075 - ₹4,38,625
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 06,"₹2,81,521 - ₹2,98,935
 Price range for this vehicle in Fair condition","₹2,88,739 - ₹3,06,600
 Price range for this vehicle in Good condition","₹2,95,958 - ₹3,14,265
 Price range for this vehicle in Very Good condition","₹3,03,177 - ₹3,21,930
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹5,11,054 - ₹5,42,666
 Price range for this vehicle in Fair condition","₹5,24,158 - ₹5,56,580
 Price range for this vehicle in Good condition","₹5,37,262 - ₹5,70,494
 Price range for this vehicle in Very Good condition","₹5,50,366 - ₹5,84,410
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 49,"₹4,59,321 - ₹4,87,733
 Price range for this vehicle in Fair condition","₹4,71,099 - ₹5,00,239
 Price range for this vehicle in Good condition","₹4,82,876 - ₹5,12,745
 Price range for this vehicle in Very Good condition","₹4,94,654 - ₹5,25,251
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹14,65,180 - ₹15,55,810
 Price range for this vehicle in Fair condition","₹15,02,749 - ₹15,95,703
 Price range for this vehicle in Good condition","₹15,40,317 - ₹16,35,595
 Price range for this vehicle in Very Good condition","₹15,77,886 - ₹16,75,487
 Price range for this vehicle in Excellent condition","3.2



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 14,"₹18,73,275 - ₹19,89,148
 Price range for this vehicle in Fair condition","₹19,21,308 - ₹20,40,152
 Price range for this vehicle in Good condition","₹19,69,340 - ₹20,91,155
 Price range for this vehicle in Very Good condition","₹20,17,373 - ₹21,42,159
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹1,85,140 - ₹1,96,592
 Price range for this vehicle in Fair condition","₹1,89,887 - ₹2,01,633
 Price range for this vehicle in Good condition","₹1,94,634 - ₹2,06,673
 Price range for this vehicle in Very Good condition","₹1,99,381 - ₹2,11,714
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 03,"₹8,27,408 - ₹8,78,588
 Price range for this vehicle in Fair condition","₹8,48,623 - ₹9,01,115
 Price range for this vehicle in Good condition","₹8,69,839 - ₹9,23,643
 Price range for this vehicle in Very Good condition","₹8,91,054 - ₹9,46,171
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹3,21,129 - ₹3,40,993
 Price range for this vehicle in Fair condition","₹3,29,364 - ₹3,49,737
 Price range for this vehicle in Good condition","₹3,37,598 - ₹3,58,480
 Price range for this vehicle in Very Good condition","₹3,45,832 - ₹3,67,223
 Price range for this vehicle in Excellent condition","7.3



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
AP 10,"₹14,645 - ₹15,551
 Price range for this vehicle in Fair condition","₹15,020 - ₹15,949
 Price range for this vehicle in Good condition","₹15,396 - ₹16,348
 Price range for this vehicle in Very Good condition","₹15,771 - ₹16,747
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹3,58,540 - ₹3,80,717
 Price range for this vehicle in Fair condition","₹3,67,734 - ₹3,90,480
 Price range for this vehicle in Good condition","₹3,76,927 - ₹4,00,242
 Price range for this vehicle in Very Good condition","₹3,86,120 - ₹4,10,004
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹4,70,288 - ₹4,99,378
 Price range for this vehicle in Fair condition","₹4,82,347 - ₹5,12,183
 Price range for this vehicle in Good condition","₹4,94,406 - ₹5,24,987
 Price range for this vehicle in Very Good condition","₹5,06,464 - ₹5,37,792
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 47,"₹9,61,318 - ₹10,20,781
 Price range for this vehicle in Fair condition","₹9,85,967 - ₹10,46,955
 Price range for this vehicle in Good condition","₹10,10,616 - ₹10,73,129
 Price range for this vehicle in Very Good condition","₹10,35,266 - ₹10,99,303
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 03,"₹8,81,218 - ₹9,35,727
 Price range for this vehicle in Fair condition","₹9,03,813 - ₹9,59,719
 Price range for this vehicle in Good condition","₹9,26,409 - ₹9,83,712
 Price range for this vehicle in Very Good condition","₹9,49,004 - ₹10,07,705
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
TN 12,"₹5,65,971 - ₹6,00,979
 Price range for this vehicle in Fair condition","₹5,80,483 - ₹6,16,389
 Price range for this vehicle in Good condition","₹5,94,995 - ₹6,31,799
 Price range for this vehicle in Very Good condition","₹6,09,507 - ₹6,47,208
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹5,72,819 - ₹6,08,251
 Price range for this vehicle in Fair condition","₹5,87,506 - ₹6,23,847
 Price range for this vehicle in Good condition","₹6,02,194 - ₹6,39,444
 Price range for this vehicle in Very Good condition","₹6,16,882 - ₹6,55,039
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
